Date,Open,High,Low,Close,Volume
1980-12-12 00:00:00-05:00,0.09883446991443634,0.09926416115370361,0.09883446991443634,0.09883446991443634,469033600
1980-12-15 00:00:00-05:00,0.09410794231189064,0.09410794231189064,0.09367825090885162,0.09367825090885162,175884800
1980-12-16 00:00:00-05:00,0.0872321309177717,0.0872321309177717,0.08680244535207748,0.08680244535207748,105728000
1980-12-17 00:00:00-05:00,0.08895090222358704,0.08938059361147424,0.08895090222358704,0.08895090222358704,86441600
1980-12-18 00:00:00-05:00,0.09152977913618088,0.09195946465181216,0.09152977913618088,0.09152977913618088,73449600
1980-12-19 00:00:00-05:00,0.09711571037769318,0.09754540159017291,0.09711571037769318,0.09711571037769318,48630400
1980-12-22 00:00:00-05:00,0.10184226185083389,0.10227272174263752,0.10184226185083389,0.10184226185083389,37363200
1980-12-23 00:00:00-05:00,0.10613992065191269,0.10656961179712451,0.10613992065191269,0.10613992065191269,46950400
1980-12-24 00:00:00-05:00,0.11172593384981155,0.112155625236295,0.11172593384981155,0.11172593384981155,48003200
1980-12-26 00:00:00-05:00,0.12203920632600786,0.12246889763942032,0.12203920632600786,0.12203920632600784,55574400
1980-12-29 00:00:00-05:00,0.12375795841217041,0.1241876497197053,0.12375795841217041,0.12375795841217041,93161600
1980-12-30 00:00:00-05:00,0.12117977910117163,0.12117977910117163,0.12075009942054747,0.12075009942054749,68880000
1980-12-31 00:00:00-05:00,0.11774234623422591,0.11774234623422591,0.11731265485286713,0.11731265485286713,35750400
1981-01-02 00:00:00-05:00,0.1186017021536827,0.11946108480504004,0.1186017021536827,0.11860170215368271,21660800
1981-01-05 00:00:00-05:00,0.11645325012480705,0.11645325012480705,0.11602357029914856,0.11602357029914856,35728000
1981-01-06 00:00:00-05:00,0.1112961632055392,0.1112961632055392,0.1108664721250534,0.1108664721250534,45158400
1981-01-07 00:00:00-05:00,0.10656961179712451,0.10656961179712451,0.10613992065191269,0.10613992065191269,55686400
1981-01-08 00:00:00-05:00,0.10442119572096865,0.10442119572096865,0.1039915159344673,0.10399151593446732,39827200
1981-01-09 00:00:00-05:00,0.1095774695277214,0.11000716084023128,0.1095774695277214,0.1095774695277214,21504000
1981-01-12 00:00:00-05:00,0.10957748337001832,0.10957748337001832,0.10871811211109161,0.10871811211109161,23699200
1981-01-13 00:00:00-05:00,0.10528054959416014,0.10528054959416014,0.10485085844993591,0.10485085844993591,23049600
1981-01-14 00:00:00-05:00,0.1052805706858635,0.10571026191617122,0.1052805706858635,0.1052805706858635,14291200
1981-01-15 00:00:00-05:00,0.10742904245853424,0.10828841366125022,0.10742904245853424,0.10742904245853424,14067200
1981-01-16 00:00:00-05:00,0.10699930915684733,0.10699930915684733,0.10656961798667908,0.10656961798667908,13395200
1981-01-19 00:00:00-05:00,0.11301496624946594,0.11344465752080304,0.11301496624946594,0.11301496624946594,41574400
1981-01-20 00:00:00-05:00,0.11000716084023128,0.11000716084023128,0.1095774695277214,0.1095774695277214,30083200
1981-01-21 00:00:00-05:00,0.11172593384981155,0.11258530514812398,0.11172593384981155,0.11172593384981155,15904000
1981-01-22 00:00:00-05:00,0.11301496624946594,0.11387434879214015,0.11301496624946594,0.11301496624946594,35548800
1981-01-23 00:00:00-05:00,0.11301496764191143,0.11344465891854272,0.11258527636528015,0.11258527636528015,11222400
1981-01-26 00:00:00-05:00,0.1112961632055392,0.1112961632055392,0.1108664721250534,0.1108664721250534,24640000
1981-01-27 00:00:00-05:00,0.11086651553354802,0.11086651553354802,0.11000714451074602,0.110007144510746,23699200
1981-01-28 00:00:00-05:00,0.10699930915684733,0.10699930915684733,0.10656961798667908,0.10656961798667908,28156800
1981-01-29 00:00:00-05:00,0.10313213756034548,0.10313213756034548,0.10270244628190996,0.10270244628190994,43904000
1981-01-30 00:00:00-05:00,0.09797509280265265,0.09797509280265265,0.09711571037769318,0.09711571037769318,46188800
1981-02-02 00:00:00-05:00,0.09195946465181216,0.09195946465181216,0.09152977913618088,0.09152977913618088,23766400
